location,rooms,sqm_m2,price_normalized,trieu_met_vuong,rooms_normalized
Go Vap,3 PN,75,2700.0,36.0,3
Go Vap,3 PN,73,2650.0,36.3,3
Go Vap,3 PN,70,2600.0,37.14,3
Go Vap,3 PN,65,2000.0,30.77,3
Go Vap,2 PN,84,3800.0,45.45,2
Go Vap,2 PN,84,3800.0,45.45,2
Go Vap,2 PN,72,3680.0,51.11,2
Go Vap,2 PN,79,3300.0,41.77,2
Go Vap,2 PN,77,2200.0,28.57,2
Go Vap,2 PN,77,1680.0,21.9,2
Go Vap,2 PN,76,3650.0,48.03,2
Go Vap,2 PN,76,3000.0,39.47,2
Go Vap,2 PN,76,1500.0,19.74,2
Go Vap,2 PN,75,3850.0,51.33,2
Go Vap,2 PN,75,3800.0,50.67,2
Go Vap,2 PN,73,1980.0,27.12,2
Go Vap,2 PN,72,3700.0,51.39,2
Go Vap,2 PN,77,4100.0,53.25,2
Go Vap,1 PN,56,1500.0,26.83,1
Go Vap,2 PN,62,2250.0,36.29,2
Hoc Mon,3 PN,78,1630.0,20.9,3
Hoc Mon,2 PN,50,1000.0,20.0,2
Hoc Mon,2 PN,50,700.0,14.0,2
Hoc Mon,1 PN,48,252.0,5.25,1
Hoc Mon,1 PN,42,220.0,5.24,1
Hoc Mon,1 PN,40,450.0,11.25,1
Hoc Mon,1 PN,35,340.0,9.71,1
Hoc Mon,1 PN,33,460.0,13.94,1
Hoc Mon,2 PN,108,2700.0,25.0,2
Nha Be,2 PN,100,2300.0,23.0,2
Nha Be,2 PN,88,2750.0,31.25,2
Nha Be,2 PN,85,2200.0,25.88,2
Nha Be,2 PN,84,2950.0,35.12,2
Nha Be,2 PN,84,2200.0,26.19,2
Nha Be,2 PN,82,4500.0,54.88,2
Nha Be,2 PN,77,1680.0,21.82,2
Nha Be,2 PN,76,3600.0,47.37,2
Nha Be,2 PN,76,3430.0,45.13,2
Nha Be,2 PN,88,2450.0,27.84,2
Nha Be,2 PN,76,1750.0,23.03,2
Nha Be,2 PN,73,2500.0,34.25,2
Nha Be,3 PN,83,3400.0,40.96,3
Nha Be,2 PN,73,3500.0,47.95,2
Nha Be,5 PN,260,3350.0,12.88,5
Nha Be,5 PN,242,3900.0,16.12,5
Nha Be,4 PN,240,4300.0,17.92,4
Nha Be,4 PN,220,4300.0,19.55,4
Nha Be,3 PN,192,3700.0,19.27,3
Nha Be,3 PN,129,2900.0,22.48,3
Nha Be,3 PN,129,2900.0,22.48,3
Nha Be,3 PN,129,2800.0,21.71,3
Nha Be,3 PN,121,2600.0,21.49,3
Nha Be,3 PN,110,2550.0,23.18,3
Nha Be,3 PN,106,2350.0,22.17,3
Nha Be,3 PN,104,4800.0,46.15,3
Nha Be,3 PN,100,3750.0,37.37,3
Nha Be,3 PN,84,3250.0,38.69,3
Nha Be,3 PN,84,2400.0,28.57,3
Nha Be,3 PN,83,3450.0,41.57,3
Nha Be,3 PN,83,2800.0,33.73,3
Nha Be,2 PN,76,1680.0,22.11,2
Nha Be,3 PN,95,3700.0,38.95,3
Nha Be,2 PN,75,1820.0,24.27,2
Nha Be,2 PN,76,1680.0,22.11,2
Nha Be,2 PN,72,1780.0,24.72,2
Nha Be,2 PN,72,1750.0,24.31,2
Nha Be,2 PN,71,3500.0,49.3,2
Nha Be,2 PN,71,2880.0,40.56,2
Nha Be,2 PN,70,3550.0,50.71,2
Nha Be,2 PN,70,3400.0,48.57,2
Nha Be,2 PN,70,3300.0,47.14,2
Nha Be,2 PN,70,2900.0,41.43,2
Nha Be,2 PN,67,1200.0,17.91,2
Nha Be,2 PN,67,1100.0,16.42,2
Nha Be,2 PN,65,1200.0,18.46,2
Nha Be,2 PN,62,1900.0,30.65,2
Nha Be,2 PN,62,1800.0,29.03,2
Nha Be,2 PN,60,2000.0,33.33,2
Nha Be,2 PN,70,2800.0,40.0,2
Nha Be,2 PN,75,1800.0,24.0,2
Nha Be,2 PN,58,1780.0,30.69,2
Nha Be,2 PN,75,1800.0,24.0,2
Nha Be,2 PN,75,1780.0,23.73,2
Nha Be,2 PN,75,1780.0,23.73,2
Nha Be,2 PN,75,1760.0,23.47,2
Nha Be,2 PN,75,1750.0,23.33,2
Nha Be,2 PN,75,1780.0,23.73,2
Nha Be,2 PN,75,1650.0,22.0,2
Nha Be,2 PN,75,1650.0,22.0,2
Nha Be,1 PN,50,2300.0,46.0,1
Nha Be,1 PN,50,2600.0,52.0,1
Nha Be,2 PN,50,500.0,10.0,2
Nha Be,2 PN,75,1750.0,23.33,2
Nha Be,2 PN,75,1820.0,24.27,2
Phu Nhuan,2 PN,75,3820.0,50.93,2
Phu Nhuan,2 PN,93,4400.0,47.31,2
Phu Nhuan,2 PN,75,4000.0,53.33,2
Phu Nhuan,2 PN,75,4300.0,57.33,2
Phu Nhuan,2 PN,78,5300.0,67.95,2
Phu Nhuan,2 PN,83,5500.0,66.27,2
Phu Nhuan,3 PN,90,7300.0,81.11,3
Phu Nhuan,3 PN,83,4900.0,59.04,3
Phu Nhuan,3 PN,83,4900.0,59.04,3
Phu Nhuan,3 PN,85,5100.0,60.0,3
Phu Nhuan,3 PN,85,5500.0,64.71,3
Phu Nhuan,3 PN,88,5600.0,63.64,3
Phu Nhuan,2 PN,74,4250.0,57.43,2
Phu Nhuan,3 PN,50,3500.0,70.0,3
Phu Nhuan,2 PN,71,4900.0,69.01,2
Phu Nhuan,1 PN,52,2850.0,54.81,1
Phu Nhuan,2 PN,70,3800.0,54.29,2
Phu Nhuan,2 PN,70,5100.0,72.86,2
Phu Nhuan,1 PN,33,2000.0,60.61,1
Phu Nhuan,1 PN,34,1920.0,56.47,1
Phu Nhuan,1 PN,36,2100.0,58.33,1
Phu Nhuan,1 PN,38,2200.0,57.89,1
Phu Nhuan,1 PN,41,2150.0,52.44,1
Phu Nhuan,1 PN,34,2120.0,62.35,1
Phu Nhuan,2 PN,54,2670.0,49.44,2
Phu Nhuan,2 PN,57,2600.0,45.61,2
Phu Nhuan,2 PN,65,2780.0,42.77,2
Phu Nhuan,2 PN,69,4800.0,69.57,2
Phu Nhuan,2 PN,70,3350.0,47.86,2
Phu Nhuan,1 PN,70,4300.0,61.43,1
Tan Binh,2 PN,80,3700.0,46.25,2
Tan Binh,2 PN,70,4150.0,59.29,2
Tan Binh,2 PN,71,2475.0,34.86,2
Tan Binh,2 PN,73,4000.0,54.79,2
Tan Binh,2 PN,74,4270.0,57.7,2
Tan Binh,2 PN,77,3000.0,38.96,2
Tan Binh,2 PN,87,2950.0,33.91,2
Tan Binh,3 PN,129,6000.0,46.51,3
Tan Binh,2 PN,90,2870.0,31.89,2
Tan Binh,2 PN,91,3100.0,34.25,2
Tan Binh,3 PN,96,5150.0,53.65,3
Tan Binh,3 PN,100,3700.0,37.0,3
Tan Binh,3 PN,105,6330.0,60.29,3
Tan Binh,2 PN,68,3500.0,51.47,2
Tan Binh,2 PN,90,2800.0,31.11,2
Tan Binh,2 PN,68,2500.0,36.76,2
Tan Binh,2 PN,70,3750.0,53.57,2
Tan Binh,2 PN,57,3320.0,58.25,2
Tan Binh,1 PN,33,850.0,25.76,1
Tan Binh,1 PN,33,926.0,28.06,1
Tan Binh,1 PN,34,1970.0,57.94,1
Tan Binh,1 PN,35,2200.0,62.86,1
Tan Binh,1 PN,36,1800.0,50.0,1
Tan Binh,1 PN,36,1950.0,54.17,1
Tan Binh,1 PN,46,1390.0,30.22,1
Tan Binh,2 PN,60,870.0,14.5,2
Tan Binh,1 PN,55,3150.0,57.27,1
Tan Binh,1 PN,56,3200.0,57.14,1
Tan Binh,1 PN,86,15000.0,174.22,1
Tan Binh,2 PN,57,2100.0,36.84,2
Tan Binh,2 PN,57,2300.0,40.35,2
Tan Binh,2 PN,57,3300.0,57.89,2
Tan Binh,1 PN,50,2980.0,59.6,1
Tan Phu,3 PN,84,2800.0,33.33,3
Tan Phu,3 PN,83,3260.0,39.28,3
Tan Phu,3 PN,83,3200.0,38.55,3
Tan Phu,3 PN,80,2450.0,30.63,3
Tan Phu,2 PN,121,7823.0,64.65,2
Tan Phu,3 PN,84,3450.0,41.07,3
Tan Phu,2 PN,119,5750.0,48.32,2
Tan Phu,2 PN,112,5660.0,50.54,2
Tan Phu,3 PN,75,2500.0,33.33,3
Tan Phu,3 PN,86,3100.0,36.05,3
Tan Phu,3 PN,88,2800.0,31.82,3
Tan Phu,3 PN,86,3450.0,40.12,3
Tan Phu,3 PN,86,3800.0,44.19,3
Tan Phu,3 PN,88,3200.0,36.36,3
Tan Phu,3 PN,88,3200.0,36.36,3
Tan Phu,3 PN,88,3200.0,36.36,3
Tan Phu,2 PN,112,5660.0,50.54,2
Tan Phu,3 PN,88,3700.0,42.05,3
Tan Phu,3 PN,88,2950.0,33.45,3
Tan Phu,3 PN,89,2700.0,30.34,3
Tan Phu,3 PN,90,2550.0,28.33,3
Tan Phu,3 PN,90,2550.0,28.33,3
Tan Phu,3 PN,86,3150.0,36.63,3
Tan Phu,2 PN,105,4650.0,44.29,2
Tan Phu,2 PN,92,4506.0,48.98,2
Tan Phu,2 PN,96,7400.0,77.08,2
Tan Phu,2 PN,78,2780.0,35.64,2
Tan Phu,2 PN,78,2900.0,37.18,2
Tan Phu,2 PN,80,2150.0,26.88,2
Tan Phu,2 PN,82,2300.0,28.05,2
Tan Phu,2 PN,83,1975.0,23.88,2
Tan Phu,4 PN,152,6400.0,42.11,4
Tan Phu,2 PN,84,3800.0,45.24,2
Tan Phu,2 PN,84,4350.0,51.79,2
Tan Phu,2 PN,85,4250.0,50.0,2
Tan Phu,2 PN,85,5210.0,61.29,2
Tan Phu,2 PN,85,5500.0,64.71,2
Tan Phu,2 PN,98,5140.0,52.61,2
Tan Phu,2 PN,85,5066.0,59.32,2
Tan Phu,2 PN,87,2100.0,24.28,2
Tan Phu,2 PN,88,4300.0,48.86,2
Tan Phu,2 PN,89,4320.0,48.65,2
Tan Phu,2 PN,89,5185.0,58.39,2
Tan Phu,2 PN,89,5326.0,59.98,2
Tan Phu,2 PN,90,3150.0,35.0,2
Tan Phu,3 PN,90,2750.0,30.56,3
Tan Phu,2 PN,93,4450.0,48.11,2
Tan Phu,2 PN,96,4900.0,51.04,2
Tan Phu,2 PN,96,4950.0,51.56,2
Tan Phu,2 PN,96,5100.0,53.13,2
Tan Phu,2 PN,86,3900.0,45.19,2
Tan Phu,3 PN,90,3100.0,34.44,3
Tan Phu,3 PN,92,3630.0,39.46,3
Tan Phu,3 PN,91,3250.0,35.71,3
Tan Phu,3 PN,117,5770.0,49.32,3
Tan Phu,3 PN,117,5980.0,51.11,3
Tan Phu,3 PN,117,7200.0,61.54,3
Tan Phu,3 PN,117,5620.0,47.91,3
Tan Phu,3 PN,119,5590.0,46.97,3
Tan Phu,3 PN,119,5750.0,48.32,3
Tan Phu,3 PN,119,5750.0,48.32,3
Tan Phu,3 PN,120,5600.0,46.82,3
Tan Phu,3 PN,121,8941.0,73.95,3
Tan Phu,3 PN,121,8092.0,66.88,3
Tan Phu,3 PN,127,4350.0,34.25,3
Tan Phu,3 PN,127,4460.0,35.12,3
Tan Phu,3 PN,127,4550.0,35.83,3
Tan Phu,3 PN,127,4700.0,37.01,3
Tan Phu,3 PN,127,4850.0,38.19,3
Tan Phu,3 PN,131,6750.0,51.53,3
Tan Phu,3 PN,135,7920.0,58.67,3
Tan Phu,3 PN,141,7250.0,51.42,3
Tan Phu,3 PN,198,10800.0,54.55,3
Tan Phu,4 PN,100,3880.0,38.8,4
Tan Phu,4 PN,100,3900.0,39.0,4
Tan Phu,4 PN,100,3950.0,39.5,4
Tan Phu,2 PN,77,2680.0,34.72,2
Tan Phu,3 PN,113,4000.0,35.4,3
Tan Phu,3 PN,112,4300.0,38.39,3
Tan Phu,3 PN,112,4250.0,37.95,3
Tan Phu,3 PN,112,4000.0,35.71,3
Tan Phu,3 PN,91,3250.0,35.71,3
Tan Phu,3 PN,91,3450.0,37.91,3
Tan Phu,3 PN,91,3500.0,38.46,3
Tan Phu,3 PN,91,3750.0,41.21,3
Tan Phu,3 PN,91,4200.0,46.15,3
Tan Phu,3 PN,92,4200.0,45.65,3
Tan Phu,3 PN,93,3700.0,39.78,3
Tan Phu,3 PN,94,3600.0,38.3,3
Tan Phu,3 PN,94,3800.0,40.43,3
Tan Phu,3 PN,98,4500.0,45.92,3
Tan Phu,3 PN,104,3890.0,37.4,3
Tan Phu,3 PN,90,3900.0,43.33,3
Tan Phu,3 PN,104,4450.0,42.79,3
Tan Phu,3 PN,104,5100.0,49.04,3
Tan Phu,3 PN,104,5211.0,50.11,3
Tan Phu,3 PN,105,4535.0,43.4,3
Tan Phu,3 PN,105,4700.0,44.98,3
Tan Phu,3 PN,105,3350.0,31.9,3
Tan Phu,3 PN,105,3850.0,36.67,3
Tan Phu,3 PN,105,3900.0,37.14,3
Tan Phu,3 PN,106,3500.0,33.02,3
Tan Phu,3 PN,106,3500.0,33.02,3
Tan Phu,3 PN,106,3500.0,33.02,3
Tan Phu,3 PN,107,5360.0,50.09,3
Tan Phu,3 PN,104,4500.0,43.27,3
Tan Phu,2 PN,77,2800.0,36.36,2
Tan Phu,2 PN,71,3500.0,49.02,2
Tan Phu,2 PN,75,2300.0,30.67,2
Tan Phu,2 PN,61,3100.0,50.82,2
Tan Phu,2 PN,62,2400.0,38.71,2
Tan Phu,2 PN,62,3180.0,51.29,2
Tan Phu,2 PN,63,1950.0,30.95,2
Tan Phu,2 PN,63,1950.0,30.95,2
Tan Phu,2 PN,63,1950.0,30.95,2
Tan Phu,2 PN,63,1980.0,31.43,2
Tan Phu,2 PN,63,2550.0,40.48,2
Tan Phu,2 PN,63,2680.0,42.54,2
Tan Phu,2 PN,63,2850.0,45.24,2
Tan Phu,2 PN,63,3500.0,55.56,2
Tan Phu,2 PN,64,2950.0,46.24,2
Tan Phu,2 PN,64,3049.0,47.79,2
Tan Phu,2 PN,64,1800.0,28.13,2
Tan Phu,2 PN,64,2000.0,31.25,2
Tan Phu,2 PN,64,2350.0,36.72,2
Tan Phu,2 PN,64,2370.0,37.03,2
Tan Phu,2 PN,64,3500.0,54.69,2
Tan Phu,2 PN,64,2870.0,44.63,2
Tan Phu,2 PN,65,1500.0,23.08,2
Tan Phu,2 PN,65,2300.0,35.38,2
Tan Phu,2 PN,65,2500.0,38.46,2
Tan Phu,2 PN,65,2600.0,40.0,2
Tan Phu,2 PN,61,2750.0,45.08,2
Tan Phu,2 PN,60,3150.0,52.5,2
Tan Phu,2 PN,60,1850.0,30.83,2
Tan Phu,2 PN,59,1800.0,30.51,2
Tan Phu,2 PN,75,2350.0,31.33,2
Tan Phu,1 PN,45,1350.0,30.0,1
Tan Phu,1 PN,47,1380.0,29.36,1
Tan Phu,1 PN,49,2350.0,47.96,1
Tan Phu,1 PN,50,1950.0,39.0,1
Tan Phu,1 PN,50,2200.0,44.0,1
Tan Phu,1 PN,50,2250.0,45.0,1
Tan Phu,1 PN,53,2350.0,44.34,1
Tan Phu,1 PN,53,2350.0,44.34,1
Tan Phu,1 PN,53,2500.0,47.17,1
Tan Phu,2 PN,52,1680.0,32.31,2
Tan Phu,2 PN,65,2750.0,42.31,2
Tan Phu,2 PN,53,2400.0,45.28,2
Tan Phu,2 PN,53,2700.0,50.94,2
Tan Phu,2 PN,55,2000.0,36.36,2
Tan Phu,2 PN,55,2170.0,39.45,2
Tan Phu,2 PN,55,2500.0,45.45,2
Tan Phu,2 PN,56,1700.0,30.36,2
Tan Phu,2 PN,56,2500.0,44.64,2
Tan Phu,2 PN,56,2500.0,44.64,2
Tan Phu,2 PN,58,1600.0,27.59,2
Tan Phu,2 PN,58,1850.0,31.9,2
Tan Phu,2 PN,59,1750.0,29.86,2
Tan Phu,2 PN,59,1625.0,27.54,2
Tan Phu,2 PN,53,2500.0,47.17,2
Tan Phu,2 PN,65,2750.0,42.31,2
Tan Phu,2 PN,59,1750.0,29.66,2
Tan Phu,2 PN,65,2850.0,43.85,2
Tan Phu,2 PN,69,1450.0,21.01,2
Tan Phu,2 PN,69,2000.0,28.99,2
Tan Phu,2 PN,69,2600.0,37.68,2
Tan Phu,2 PN,69,2730.0,39.57,2
Tan Phu,2 PN,70,1380.0,19.71,2
Tan Phu,2 PN,70,2650.0,37.86,2
Tan Phu,2 PN,70,2700.0,38.57,2
Tan Phu,2 PN,71,2650.0,37.32,2
Tan Phu,2 PN,71,2700.0,38.03,2
Tan Phu,2 PN,71,2750.0,38.73,2
Tan Phu,2 PN,71,2800.0,39.44,2
Tan Phu,2 PN,71,3150.0,44.37,2
Tan Phu,2 PN,71,3350.0,47.18,2
Tan Phu,2 PN,71,3400.0,47.89,2
Tan Phu,2 PN,71,3400.0,47.89,2
Tan Phu,2 PN,71,3450.0,48.59,2
Tan Phu,2 PN,72,2330.0,32.36,2
Tan Phu,2 PN,73,2250.0,30.82,2
Tan Phu,2 PN,73,2360.0,32.33,2
Tan Phu,2 PN,73,2800.0,38.36,2
Tan Phu,2 PN,74,3230.0,43.65,2
Tan Phu,2 PN,65,2800.0,43.08,2
Tan Phu,2 PN,75,2150.0,28.67,2
Tan Phu,2 PN,69,2630.0,38.23,2
Tan Phu,2 PN,68,2760.0,40.59,2
Tan Phu,2 PN,71,2750.0,38.73,2
Tan Phu,2 PN,67,2350.0,35.07,2
Tan Phu,2 PN,65,2900.0,44.62,2
Tan Phu,2 PN,65,3000.0,46.15,2
Tan Phu,2 PN,67,2600.0,38.81,2
Tan Phu,2 PN,65,3500.0,53.85,2
Tan Phu,2 PN,65,2600.0,39.88,2
Tan Phu,2 PN,65,2850.0,43.58,2
Tan Phu,2 PN,66,2150.0,32.58,2
Tan Phu,2 PN,66,2150.0,32.58,2
Tan Phu,2 PN,66,2330.0,35.3,2
Tan Phu,2 PN,66,2350.0,35.61,2
Tan Phu,2 PN,66,2350.0,35.61,2
Tan Phu,2 PN,66,2380.0,36.06,2
Tan Phu,2 PN,66,2400.0,36.36,2
Tan Phu,2 PN,66,2300.0,34.85,2
Tan Phu,2 PN,66,2400.0,36.36,2
Tan Phu,2 PN,66,2400.0,36.36,2
Tan Phu,2 PN,66,2400.0,36.36,2
Tan Phu,2 PN,66,2480.0,37.58,2
Tan Phu,2 PN,66,2500.0,37.88,2
Tan Phu,2 PN,66,2510.0,38.03,2
Tan Phu,2 PN,66,2550.0,38.64,2
Tan Phu,2 PN,66,2580.0,39.09,2
Tan Phu,2 PN,66,2600.0,39.39,2
Tan Phu,2 PN,66,2650.0,40.15,2
Tan Phu,2 PN,67,1800.0,26.87,2
Thu Duc,2 PN,68,2750.0,40.44,2
Thu Duc,2 PN,68,2750.0,40.44,2
Thu Duc,2 PN,68,2900.0,42.65,2
Thu Duc,2 PN,68,2930.0,43.09,2
Thu Duc,2 PN,71,2500.0,35.21,2
Thu Duc,2 PN,69,2550.0,36.96,2
Thu Duc,2 PN,68,3100.0,45.59,2
Thu Duc,2 PN,69,540.0,7.83,2
Thu Duc,2 PN,69,3200.0,46.38,2
Thu Duc,2 PN,69,3100.0,44.93,2
Thu Duc,2 PN,68,2650.0,38.97,2
Thu Duc,2 PN,68,3000.0,44.12,2
Thu Duc,2 PN,68,2600.0,38.24,2
Thu Duc,2 PN,67,2850.0,42.35,2
Thu Duc,2 PN,68,2600.0,38.24,2
Thu Duc,2 PN,68,2600.0,38.24,2
Thu Duc,2 PN,68,2400.0,35.29,2
Thu Duc,2 PN,68,2380.0,35.0,2
Thu Duc,2 PN,68,2300.0,33.82,2
Thu Duc,2 PN,68,2300.0,33.82,2
Thu Duc,2 PN,68,2300.0,33.82,2
Thu Duc,2 PN,68,1500.0,22.06,2
Thu Duc,2 PN,67,3000.0,44.58,2
Thu Duc,2 PN,67,3300.0,49.25,2
Thu Duc,2 PN,67,2850.0,42.54,2
Thu Duc,2 PN,71,2500.0,35.21,2
Thu Duc,2 PN,67,2800.0,41.79,2
Thu Duc,2 PN,68,2600.0,38.24,2
Thu Duc,2 PN,73,2830.0,38.77,2
Thu Duc,3 PN,145,5600.0,38.62,3
Thu Duc,2 PN,74,2400.0,32.43,2
Thu Duc,2 PN,67,2600.0,38.81,2
Thu Duc,nhiều hơn 10 PN,80,5860.0,73.25,10
Thu Duc,4 PN,60,5800.0,96.67,4
Thu Duc,3 PN,270,11400.0,42.22,3
Thu Duc,3 PN,270,10870.0,40.25,3
Thu Duc,3 PN,101,3600.0,35.64,3
Thu Duc,3 PN,90,3850.0,42.78,3
Thu Duc,3 PN,89,3750.0,42.13,3
Thu Duc,3 PN,89,3500.0,39.33,3
Thu Duc,3 PN,87,3500.0,40.23,3
Thu Duc,3 PN,87,3500.0,40.23,3
Thu Duc,3 PN,67,3000.0,44.78,3
Thu Duc,2 PN,162,6000.0,37.04,2
Thu Duc,2 PN,95,2900.0,30.62,2
Thu Duc,2 PN,85,2330.0,27.41,2
Thu Duc,2 PN,85,2320.0,27.29,2
Thu Duc,2 PN,85,870.0,10.24,2
Thu Duc,2 PN,84,2750.0,32.74,2
Thu Duc,2 PN,80,6700.0,83.75,2
Thu Duc,2 PN,76,720.0,9.47,2
Thu Duc,2 PN,75,3000.0,40.0,2
Thu Duc,2 PN,75,2700.0,36.0,2
Thu Duc,2 PN,75,2700.0,36.0,2
Thu Duc,2 PN,75,2500.0,33.33,2
Thu Duc,2 PN,75,2500.0,33.33,2
Thu Duc,2 PN,75,2500.0,33.33,2
Thu Duc,2 PN,75,1850.0,24.67,2
Thu Duc,2 PN,74,2150.0,29.05,2
Thu Duc,2 PN,67,2350.0,35.07,2
Thu Duc,1 PN,39,1150.0,29.49,1
Thu Duc,2 PN,67,540.0,8.06,2
Thu Duc,2 PN,50,1600.0,32.0,2
Thu Duc,2 PN,50,1600.0,32.0,2
Thu Duc,2 PN,50,1550.0,31.0,2
Thu Duc,2 PN,50,1470.0,29.4,2
Thu Duc,2 PN,47,1100.0,23.4,2
Thu Duc,2 PN,47,1100.0,23.4,2
Thu Duc,2 PN,46,1485.0,32.28,2
Thu Duc,1 PN,104,5250.0,50.48,1
Thu Duc,1 PN,52,2200.0,42.31,1
Thu Duc,1 PN,51,2300.0,45.1,1
Thu Duc,1 PN,51,2200.0,43.14,1
Thu Duc,1 PN,51,2100.0,41.18,1
Thu Duc,1 PN,51,1700.0,33.33,1
Thu Duc,1 PN,51,1600.0,31.37,1
Thu Duc,1 PN,51,1600.0,31.37,1
Thu Duc,1 PN,50,1950.0,39.0,1
Thu Duc,1 PN,50,1700.0,34.0,1
Thu Duc,1 PN,45,1250.0,27.78,1
Thu Duc,1 PN,45,1250.0,27.78,1
Thu Duc,1 PN,45,1250.0,27.78,1
Thu Duc,1 PN,39,1100.0,28.21,1
Thu Duc,1 PN,38,1200.0,31.5,1
Thu Duc,1 PN,38,1190.0,31.32,1
Thu Duc,1 PN,38,1180.0,31.05,1
Thu Duc,1 PN,37,1200.0,32.43,1
Thu Duc,1 PN,37,1180.0,31.89,1
Thu Duc,nhiều hơn 10 PN,210,790.0,3.76,10
Thu Duc,2 PN,50,1700.0,34.0,2
Thu Duc,2 PN,67,2350.0,35.07,2
Thu Duc,2 PN,50,1790.0,35.8,2
Thu Duc,2 PN,51,1850.0,36.27,2
Thu Duc,2 PN,67,330.0,4.93,2
Thu Duc,2 PN,65,2900.0,44.62,2
Thu Duc,2 PN,65,2300.0,35.38,2
Thu Duc,2 PN,65,1500.0,23.08,2
Thu Duc,2 PN,62,2390.0,38.55,2
Thu Duc,2 PN,62,1735.0,27.98,2
Thu Duc,2 PN,61,1750.0,28.69,2
Thu Duc,2 PN,61,1690.0,27.7,2
Thu Duc,2 PN,61,1100.0,18.03,2
Thu Duc,2 PN,60,2699.0,44.98,2
Thu Duc,2 PN,58,1850.0,31.9,2
Thu Duc,2 PN,58,1850.0,31.9,2
Thu Duc,2 PN,58,1600.0,27.59,2
Thu Duc,2 PN,57,2250.0,39.47,2
Thu Duc,2 PN,57,2200.0,38.6,2
Thu Duc,2 PN,57,2100.0,36.84,2
Thu Duc,2 PN,57,1440.0,25.49,2
Thu Duc,2 PN,56,1970.0,35.18,2
Thu Duc,2 PN,56,1600.0,28.57,2
Thu Duc,2 PN,56,1800.0,32.36,2
Thu Duc,2 PN,55,1400.0,25.45,2
Thu Duc,2 PN,53,2300.0,43.4,2
Thu Duc,2 PN,53,1710.0,32.26,2
Thu Duc,2 PN,53,310.0,5.85,2
Thu Duc,2 PN,53,2399.0,45.7,2
Thu Duc,2 PN,52,1600.0,30.77,2
Thu Duc,2 PN,52,490.0,9.42,2
Thu Duc,2 PN,51,1700.0,33.33,2
Thu Duc,2 PN,57,1650.0,28.95,2
